"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1086","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 02:25:31,FALSE,NA,"1350630298552156161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mahendrastrike1",492,TRUE,FALSE,NA,NA
"1087","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 02:23:49,FALSE,NA,"1350629870519283713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKrishnaganth",492,TRUE,FALSE,NA,NA
"1088","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 02:21:51,FALSE,NA,"1350629376635801601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SIVAKUM91722556",492,TRUE,FALSE,NA,NA
"1089","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 02:20:03,FALSE,NA,"1350628924884045830",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","giriofl21",492,TRUE,FALSE,NA,NA
"1090","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 02:19:29,FALSE,NA,"1350628780419629058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thisisnvk",131,TRUE,FALSE,NA,NA
"1091","RT @Kollywoodcinma: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
- #ThalaAjith -8
• #Suriya - 7
• #Vijay      - 6
•…",FALSE,0,NA,2021-01-17 02:17:08,FALSE,NA,"1350628189010202627",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PRAVEEN__SURIYA",59,TRUE,FALSE,NA,NA
"1092","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 02:12:35,FALSE,NA,"1350627046561464321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","04AdarshRs1",492,TRUE,FALSE,NA,NA
"1093","RT @Kollywoodcinma: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
- #ThalaAjith -8
• #Suriya - 7
• #Vijay      - 6
•…",FALSE,0,NA,2021-01-17 02:08:45,FALSE,NA,"1350626080424554497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuriyaTamannah",59,TRUE,FALSE,NA,NA
"1094","If all over India has computerized system of tracking box office numbers we would have come to know real records. D… https://t.co/3vPAttVY52",FALSE,12,NA,2021-01-17 02:04:45,TRUE,NA,"1350625074068418561",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","srikanthkaran33",1,FALSE,FALSE,NA,NA
"1095","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:59:06,FALSE,NA,"1350623650047614978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuriyaBakthan12",492,TRUE,FALSE,NA,NA
"1096","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:56:13,FALSE,NA,"1350622926597357575",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MICSANJANA",492,TRUE,FALSE,NA,NA
"1097","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 01:54:35,FALSE,NA,"1350622516276916226",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sathish2609",131,TRUE,FALSE,NA,NA
"1098","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:52:09,FALSE,NA,"1350621900402089985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harry15680404",492,TRUE,FALSE,NA,NA
"1099","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:51:47,FALSE,NA,"1350621811839418370",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SachinKSajeev7",492,TRUE,FALSE,NA,NA
"1100","RT @Kollywoodcinma: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
- #ThalaAjith -8
• #Suriya - 7
• #Vijay      - 6
•…",FALSE,0,NA,2021-01-17 01:49:42,FALSE,NA,"1350621285953400834",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EsakkiR88752617",59,TRUE,FALSE,NA,NA
"1101","RT @MGN2532A: #Rajini and #Suriya are the only Kollywood Actors Having 1.4M$ Collection in USA <U+0001F525><U+0001F4AF><U+0001F4AF>

#24theMovie - 1.47M$ Still Unbreakable…",FALSE,0,NA,2021-01-17 01:48:34,FALSE,NA,"1350621002250690562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","druvmjj",79,TRUE,FALSE,NA,NA
"1102","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-17 01:41:24,FALSE,NA,"1350619198460837888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srinivasan_rt",131,TRUE,FALSE,NA,NA
"1103","RT @Kollywoodcinma: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
- #ThalaAjith -8
• #Suriya - 7
• #Vijay      - 6
•…",FALSE,0,NA,2021-01-17 01:39:44,FALSE,NA,"1350618777285640192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prithivtharan",59,TRUE,FALSE,NA,NA
"1104","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:35:04,FALSE,NA,"1350617601303404544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gobisourimuthu",492,TRUE,FALSE,NA,NA
"1105","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:34:00,FALSE,NA,"1350617333773946880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jibin_offl",492,TRUE,FALSE,NA,NA
"1106","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-17 01:29:04,FALSE,NA,"1350616092008300544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RAJINI70",83,TRUE,FALSE,NA,NA
"1107","RT @MGN2532A: #Rajini and #Suriya are the only Kollywood Actors Having 1.4M$ Collection in USA <U+0001F525><U+0001F4AF><U+0001F4AF>

#24theMovie - 1.47M$ Still Unbreakable…",FALSE,0,NA,2021-01-17 01:27:34,FALSE,NA,"1350615717163384835",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bibiyan50925746",79,TRUE,FALSE,NA,NA
"1108","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:23:40,FALSE,NA,"1350614733062332416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sasi39064473",492,TRUE,FALSE,NA,NA
"1109","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-17 01:21:43,FALSE,NA,"1350614241825357824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","desijasminne",83,TRUE,FALSE,NA,NA
"1110","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-17 01:21:05,FALSE,NA,"1350614083599429632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kkmahesh7",83,TRUE,FALSE,NA,NA
"1111","RT @MGN2532A: #Rajini and #Suriya are the only Kollywood Actors Having 1.4M$ Collection in USA <U+0001F525><U+0001F4AF><U+0001F4AF>

#24theMovie - 1.47M$ Still Unbreakable…",FALSE,0,NA,2021-01-17 01:18:49,FALSE,NA,"1350613515283922945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nived_offl",79,TRUE,FALSE,NA,NA
"1112","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:17:35,FALSE,NA,"1350613203512770563",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jibin_bose",492,TRUE,FALSE,NA,NA
"1113","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-17 01:17:32,FALSE,NA,"1350613192779603968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajeshsiv74",83,TRUE,FALSE,NA,NA
"1114","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:10:32,FALSE,NA,"1350611428135247875",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Partha39847857",492,TRUE,FALSE,NA,NA
"1115","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:09:06,FALSE,NA,"1350611070012977155",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KavinKa69829592",492,TRUE,FALSE,NA,NA
"1116","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 01:02:45,FALSE,NA,"1350609469223260160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SukeshR38226781",492,TRUE,FALSE,NA,NA
"1117","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 00:58:50,FALSE,NA,"1350608482618150912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fondofraj",492,TRUE,FALSE,NA,NA
"1118","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 00:55:21,FALSE,NA,"1350607608550367233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PG_ShankarTSFC",492,TRUE,FALSE,NA,NA
"1119","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-17 00:33:48,FALSE,NA,"1350602183775928321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeynarayanan271",492,TRUE,FALSE,NA,NA
"1120","RT @AnbanaKerala: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Kar…",FALSE,0,NA,2021-01-17 00:20:38,FALSE,NA,"1350598871475396609",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sojusuriya",7,TRUE,FALSE,NA,NA
"1121","RT @Sakthi7301: @Itz_Thriller Calculate with inflation Money value respect year
then u know #Rajini &amp; #MGR above 100Cr movies collec respec…",FALSE,0,NA,2021-01-16 23:46:54,FALSE,NA,"1350590383189725184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ArJunMohanan13",1,TRUE,FALSE,NA,NA
"1122","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 22:39:37,FALSE,NA,"1350573451405369350",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaalakarikalan",131,TRUE,FALSE,NA,NA
"1123","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 21:53:02,FALSE,NA,"1350561727939801094",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vignesh49000393",131,TRUE,FALSE,NA,NA
"1124","RT @Kochadaiiyaan: Listen to #Kochadaiiyaan album &amp; name the romantic song starring #Rajini &amp; #Deepika! Reply w/ #RajiniNow <U+2794>http://t.co/8i…",FALSE,0,NA,2021-01-16 21:51:37,FALSE,NA,"1350561369481859072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thalaiv16941056",6,TRUE,FALSE,NA,NA
"1125","RT @Kochadaiiyaan: Catch the #Rajini madness in theatres near you - http://t.co/VNXRZOpIpH RT if you have already watched #Kochadaiiyan! ht…",FALSE,0,NA,2021-01-16 21:51:22,FALSE,NA,"1350561308786126848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thalaiv16941056",11,TRUE,FALSE,NA,NA
"1126","@Vasheegaran He is so jealous of #Rajini and have back stabbed him on many occasions especially during thoothukudi… https://t.co/FDsYLTbb5y",FALSE,2,"Vasheegaran",2021-01-16 20:56:34,TRUE,"1350514524907057152","1350547515188383751","1106417897885388800","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raj_getme",0,FALSE,FALSE,NA,NA
"1127","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 20:44:45,FALSE,NA,"1350544543884615680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Podaa_Dei",131,TRUE,FALSE,NA,NA
"1128","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 20:13:53,FALSE,NA,"1350536774095831040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prasann08252388",492,TRUE,FALSE,NA,NA
"1129","RT @MGN2532A: #Rajini and #Suriya are the only Kollywood Actors Having 1.4M$ Collection in USA <U+0001F525><U+0001F4AF><U+0001F4AF>

#24theMovie - 1.47M$ Still Unbreakable…",FALSE,0,NA,2021-01-16 19:45:49,FALSE,NA,"1350529713412849664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","8700_v",79,TRUE,FALSE,NA,NA
"1130","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 19:23:18,FALSE,NA,"1350524043607195648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","G4ZDF9NznctpqV3",131,TRUE,FALSE,NA,NA
"1131","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 19:20:16,FALSE,NA,"1350523280529055752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jackedrazz66",131,TRUE,FALSE,NA,NA
"1132","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 19:20:14,FALSE,NA,"1350523272736108544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vCZZpKzazCiMuuy",492,TRUE,FALSE,NA,NA
"1133","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 19:16:38,FALSE,NA,"1350522368838406144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","filmcentral07",492,TRUE,FALSE,NA,NA
"1134","RT @MGN2532A: #Rajini and #Suriya are the only Kollywood Actors Having 1.4M$ Collection in USA <U+0001F525><U+0001F4AF><U+0001F4AF>

#24theMovie - 1.47M$ Still Unbreakable…",FALSE,0,NA,2021-01-16 19:08:47,FALSE,NA,"1350520392637587456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prabhud51063471",79,TRUE,FALSE,NA,NA
"1135","RT @Kollywoodcinma: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
- #ThalaAjith -8
• #Suriya - 7
• #Vijay      - 6
•…",FALSE,0,NA,2021-01-16 19:05:08,FALSE,NA,"1350519473686540288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Enuyir_Suriya",59,TRUE,FALSE,NA,NA
"1136","#Thalaivar #Rajinikanth has given nearly 10 Industry hits without Shankar.
And also Shankar requires #Rajini to giv… https://t.co/flRnZcaazT",FALSE,3,NA,2021-01-16 19:03:17,TRUE,NA,"1350519005807669248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","devashak",0,FALSE,FALSE,NA,NA
"1137","RT @Kollywoodcinma: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
- #ThalaAjith -8
• #Suriya - 7
• #Vijay      - 6
•…",FALSE,0,NA,2021-01-16 18:59:04,FALSE,NA,"1350517944787222528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuryaRasigan20",59,TRUE,FALSE,NA,NA
"1138","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-16 18:56:29,FALSE,NA,"1350517298419822593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aiswaryac4",83,TRUE,FALSE,NA,NA
"1139","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:51:47,FALSE,NA,"1350516113059184641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrakashMarimut3",131,TRUE,FALSE,NA,NA
"1140","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-16 18:50:06,FALSE,NA,"1350515688817868801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrakashMarimut3",83,TRUE,FALSE,NA,NA
"1141","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 18:47:28,FALSE,NA,"1350515026008805376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","01_balaji",492,TRUE,FALSE,NA,NA
"1142","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-16 18:43:48,FALSE,NA,"1350514105166168064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dilip334",83,TRUE,FALSE,NA,NA
"1143","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 18:42:18,FALSE,NA,"1350513726382694400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BIJUSFC7",492,TRUE,FALSE,NA,NA
"1144","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 18:41:15,FALSE,NA,"1350513463248908288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chanthr74489540",492,TRUE,FALSE,NA,NA
"1145","@Itz_Thriller Calculate with inflation Money value respect year
then u know #Rajini &amp; #MGR above 100Cr movies colle… https://t.co/Mx98FdgAtq",FALSE,0,"Itz_Thriller",2021-01-16 18:38:03,TRUE,"1350320511427899392","1350512656554229760","2946752245","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sakthi7301",1,FALSE,FALSE,NA,NA
"1146","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:37:34,FALSE,NA,"1350512535988961280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jacu5000george2",131,TRUE,FALSE,NA,NA
"1147","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:36:58,FALSE,NA,"1350512385799274496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jotvarvasan",131,TRUE,FALSE,NA,NA
"1148","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 18:36:53,FALSE,NA,"1350512365532372992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stephinsuriya",492,TRUE,FALSE,NA,NA
"1149","RT @srikanthkaran33: Why does when every #Vijay movie release, they are dragging #Rajini into the picture for baseless comparisons of box o…",FALSE,0,NA,2021-01-16 18:29:04,FALSE,NA,"1350510397904793608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaalakarikalan",83,TRUE,FALSE,NA,NA
"1150","RT @Ramk8068: Number of WW 100 Cr Grossers for Kollywood Actor <U+0001F44D>

• #Rajini  -  9
• #Suriya - 8
• Vijay      - 8
•Ajith       - 5
• Karthi…",FALSE,0,NA,2021-01-16 18:25:27,FALSE,NA,"1350509488046960641",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JekinSharon",492,TRUE,FALSE,NA,NA
"1151","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:23:41,FALSE,NA,"1350509040233709571",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DJeshuran",131,TRUE,FALSE,NA,NA
"1152","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:21:15,FALSE,NA,"1350508429123616768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rafique06",131,TRUE,FALSE,NA,NA
"1153","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:20:32,FALSE,NA,"1350508250223923205",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TVC_Mail",131,TRUE,FALSE,NA,NA
"1154","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:16:51,FALSE,NA,"1350507324335509506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maha578237",131,TRUE,FALSE,NA,NA
"1155","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:16:30,FALSE,NA,"1350507233365266434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Udayakanth5",131,TRUE,FALSE,NA,NA
"1156","RT @Praveen_RMM: ""Fitness nu sonna udane vandhittaaru paarunga"" says Cho. And there is our #Thalaivar #Superstar #Rajinikanth's entry in on…",FALSE,0,NA,2021-01-16 18:09:52,FALSE,NA,"1350505564896337920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","virusharma3",131,TRUE,FALSE,NA,NA
